areaCode,areaName,areaType,date,newAdmissions,newCasesByPublishDate,newDeaths28DaysByDeathDate,newDeaths28DaysByDeathDateRate,newTestsByPublishDate
K02000001,United Kingdom,overview,2020-02-28,,6,,,
K02000001,United Kingdom,overview,2020-02-27,,0,,,
K02000001,United Kingdom,overview,2020-02-26,,0,,,
K02000001,United Kingdom,overview,2020-02-25,,0,,,
K02000001,United Kingdom,overview,2020-02-24,,4,,,
K02000001,United Kingdom,overview,2020-02-23,,0,,,
K02000001,United Kingdom,overview,2020-02-22,,0,,,
K02000001,United Kingdom,overview,2020-02-21,,0,,,
K02000001,United Kingdom,overview,2020-02-20,,0,,,
K02000001,United Kingdom,overview,2020-02-19,,0,,,
K02000001,United Kingdom,overview,2020-02-18,,0,,,
K02000001,United Kingdom,overview,2020-02-17,,0,,,
K02000001,United Kingdom,overview,2020-02-16,,0,,,
K02000001,United Kingdom,overview,2020-02-15,,0,,,
K02000001,United Kingdom,overview,2020-02-14,,0,,,
K02000001,United Kingdom,overview,2020-02-13,,1,,,
K02000001,United Kingdom,overview,2020-02-12,,0,,,
K02000001,United Kingdom,overview,2020-02-11,,0,,,
K02000001,United Kingdom,overview,2020-02-10,,4,,,
K02000001,United Kingdom,overview,2020-02-09,,1,,,
K02000001,United Kingdom,overview,2020-02-08,,0,,,
K02000001,United Kingdom,overview,2020-02-07,,0,,,
K02000001,United Kingdom,overview,2020-02-06,,1,,,
K02000001,United Kingdom,overview,2020-02-05,,0,,,
K02000001,United Kingdom,overview,2020-02-04,,0,,,
K02000001,United Kingdom,overview,2020-02-03,,0,,,
K02000001,United Kingdom,overview,2020-02-02,,0,,,
K02000001,United Kingdom,overview,2020-02-01,,0,,,
K02000001,United Kingdom,overview,2020-01-31,,2,,,
